Product Category,Payment Method,Device Type,Subscription Status,Location,Return Customer
Clothing,Credit Card,Tablet,Free,Rajshahi,0.6666666666666666
Clothing,Credit Card,Tablet,Free,Rangpur,0.6
Clothing,Credit Card,Tablet,Free,Sylhet,0.0
Clothing,Credit Card,Tablet,Premium,Barisal,1.0
Clothing,Credit Card,Tablet,Premium,Chittagong,0.42857142857142855
Clothing,Credit Card,Tablet,Premium,Dhaka,0.6
Clothing,Credit Card,Tablet,Premium,Khulna,0.6
Clothing,Credit Card,Tablet,Premium,Mymensingh,0.8
Clothing,Credit Card,Tablet,Premium,Rajshahi,1.0
Clothing,Credit Card,Tablet,Premium,Rangpur,0.7142857142857143
Clothing,Credit Card,Tablet,Premium,Sylhet,0.3333333333333333
Clothing,Credit Card,Tablet,Trial,Barisal,0.7142857142857143
Clothing,Credit Card,Tablet,Trial,Chittagong,0.25
Clothing,Credit Card,Tablet,Trial,Dhaka,0.5
Clothing,Credit Card,Tablet,Trial,Khulna,1.0
Clothing,Credit Card,Tablet,Trial,Mymensingh,1.0
Clothing,Credit Card,Tablet,Trial,Rajshahi,0.0
Clothing,Credit Card,Tablet,Trial,Rangpur,1.0
Clothing,Debit Card,Desktop,Free,Barisal,0.0
Clothing,Debit Card,Desktop,Free,Chittagong,0.4
Clothing,Debit Card,Desktop,Free,Dhaka,0.3333333333333333
Clothing,Debit Card,Desktop,Free,Khulna,0.75
Clothing,Debit Card,Desktop,Free,Mymensingh,0.6666666666666666
Clothing,Debit Card,Desktop,Free,Rajshahi,0.75
Clothing,Debit Card,Desktop,Free,Rangpur,0.5
Clothing,Debit Card,Desktop,Free,Sylhet,0.7142857142857143
Clothing,Debit Card,Desktop,Premium,Barisal,1.0
Clothing,Debit Card,Desktop,Premium,Chittagong,1.0
Clothing,Debit Card,Desktop,Premium,Dhaka,0.5
Clothing,Debit Card,Desktop,Premium,Khulna,0.0
Clothing,Debit Card,Desktop,Premium,Mymensingh,0.4
Clothing,Debit Card,Desktop,Premium,Rajshahi,0.75
Clothing,Debit Card,Desktop,Premium,Rangpur,0.5
Clothing,Debit Card,Desktop,Premium,Sylhet,1.0
Clothing,Debit Card,Desktop,Trial,Barisal,0.2
Clothing,Debit Card,Desktop,Trial,Chittagong,0.3333333333333333
Clothing,Debit Card,Desktop,Trial,Dhaka,0.5
Clothing,Debit Card,Desktop,Trial,Khulna,0.0
Clothing,Debit Card,Desktop,Trial,Mymensingh,0.2
Clothing,Debit Card,Desktop,Trial,Rajshahi,0.0
Clothing,Debit Card,Desktop,Trial,Rangpur,0.0
Clothing,Debit Card,Desktop,Trial,Sylhet,0.6666666666666666
Clothing,Debit Card,Mobile,Free,Barisal,0.3333333333333333
Clothing,Debit Card,Mobile,Free,Dhaka,1.0
Clothing,Debit Card,Mobile,Free,Khulna,0.0
Clothing,Debit Card,Mobile,Free,Mymensingh,0.4
Clothing,Debit Card,Mobile,Free,Rajshahi,0.3333333333333333
Clothing,Debit Card,Mobile,Free,Rangpur,0.6
Clothing,Debit Card,Mobile,Free,Sylhet,0.5
Clothing,Debit Card,Mobile,Premium,Barisal,0.25
Clothing,Debit Card,Mobile,Premium,Chittagong,1.0
Clothing,Debit Card,Mobile,Premium,Dhaka,0.0
Clothing,Debit Card,Mobile,Premium,Khulna,0.0
Clothing,Debit Card,Mobile,Premium,Mymensingh,1.0
Clothing,Debit Card,Mobile,Premium,Rajshahi,0.0
Clothing,Debit Card,Mobile,Premium,Sylhet,0.6
Clothing,Debit Card,Mobile,Trial,Barisal,0.0
Clothing,Debit Card,Mobile,Trial,Chittagong,0.3333333333333333
Clothing,Debit Card,Mobile,Trial,Dhaka,0.0
Clothing,Debit Card,Mobile,Trial,Khulna,0.5714285714285714
Clothing,Debit Card,Mobile,Trial,Mymensingh,0.0
Clothing,Debit Card,Mobile,Trial,Rajshahi,0.4
Clothing,Debit Card,Mobile,Trial,Rangpur,0.6666666666666666
Clothing,Debit Card,Mobile,Trial,Sylhet,0.7142857142857143
Clothing,Debit Card,Tablet,Free,Barisal,0.6666666666666666
Clothing,Debit Card,Tablet,Free,Chittagong,1.0
Clothing,Debit Card,Tablet,Free,Dhaka,0.4
Clothing,Debit Card,Tablet,Free,Khulna,0.5555555555555556
Clothing,Debit Card,Tablet,Free,Mymensingh,1.0
Clothing,Debit Card,Tablet,Free,Rajshahi,0.5
Clothing,Debit Card,Tablet,Free,Rangpur,0.3333333333333333
Clothing,Debit Card,Tablet,Free,Sylhet,0.3333333333333333
Clothing,Debit Card,Tablet,Premium,Chittagong,0.8
Clothing,Debit Card,Tablet,Premium,Dhaka,0.75
Clothing,Debit Card,Tablet,Premium,Khulna,0.3333333333333333
Clothing,Debit Card,Tablet,Premium,Mymensingh,0.0
Clothing,Debit Card,Tablet,Premium,Rajshahi,0.4
Clothing,Debit Card,Tablet,Premium,Rangpur,0.0
Clothing,Debit Card,Tablet,Premium,Sylhet,0.5
Clothing,Debit Card,Tablet,Trial,Barisal,0.6666666666666666
Clothing,Debit Card,Tablet,Trial,Chittagong,1.0
Clothing,Debit Card,Tablet,Trial,Dhaka,0.25
Clothing,Debit Card,Tablet,Trial,Khulna,0.0
Clothing,Debit Card,Tablet,Trial,Mymensingh,0.8
Clothing,Debit Card,Tablet,Trial,Rajshahi,1.0
Clothing,Debit Card,Tablet,Trial,Rangpur,1.0
Clothing,Debit Card,Tablet,Trial,Sylhet,0.25
Clothing,PayPal,Desktop,Free,Barisal,0.25
Clothing,PayPal,Desktop,Free,Chittagong,1.0
Clothing,PayPal,Desktop,Free,Dhaka,0.2
Clothing,PayPal,Desktop,Free,Khulna,0.6
Clothing,PayPal,Desktop,Free,Mymensingh,0.6666666666666666
Clothing,PayPal,Desktop,Free,Rajshahi,0.625
Clothing,PayPal,Desktop,Free,Rangpur,0.5
Clothing,PayPal,Desktop,Free,Sylhet,1.0
Clothing,PayPal,Desktop,Premium,Barisal,0.5
Clothing,PayPal,Desktop,Premium,Chittagong,0.6666666666666666
Clothing,PayPal,Desktop,Premium,Dhaka,0.5
Clothing,PayPal,Desktop,Premium,Khulna,0.4
Clothing,PayPal,Desktop,Premium,Mymensingh,0.5
Clothing,PayPal,Desktop,Premium,Rajshahi,0.5
Clothing,PayPal,Desktop,Premium,Rangpur,0.6666666666666666
Clothing,PayPal,Desktop,Premium,Sylhet,1.0
Clothing,PayPal,Desktop,Trial,Barisal,1.0
Clothing,PayPal,Desktop,Trial,Chittagong,0.6666666666666666
Clothing,PayPal,Desktop,Trial,Dhaka,1.0
Clothing,PayPal,Desktop,Trial,Khulna,0.6
Clothing,PayPal,Desktop,Trial,Mymensingh,0.0
Clothing,PayPal,Desktop,Trial,Rajshahi,0.75
Clothing,PayPal,Desktop,Trial,Rangpur,1.0
Clothing,PayPal,Desktop,Trial,Sylhet,0.5
Clothing,PayPal,Mobile,Free,Barisal,0.25
Clothing,PayPal,Mobile,Free,Chittagong,0.3333333333333333
Clothing,PayPal,Mobile,Free,Dhaka,0.8
Clothing,PayPal,Mobile,Free,Khulna,0.75
Clothing,PayPal,Mobile,Free,Mymensingh,0.5
Clothing,PayPal,Mobile,Free,Rajshahi,0.75
Clothing,PayPal,Mobile,Free,Rangpur,0.7142857142857143
Clothing,PayPal,Mobile,Free,Sylhet,0.3333333333333333
Clothing,PayPal,Mobile,Premium,Barisal,1.0
Clothing,PayPal,Mobile,Premium,Chittagong,0.0
Clothing,PayPal,Mobile,Premium,Dhaka,0.25
Clothing,PayPal,Mobile,Premium,Khulna,0.6666666666666666
Clothing,PayPal,Mobile,Premium,Mymensingh,0.25
Clothing,PayPal,Mobile,Premium,Rajshahi,0.0
Clothing,PayPal,Mobile,Premium,Rangpur,0.75
Clothing,PayPal,Mobile,Premium,Sylhet,0.2857142857142857
Clothing,PayPal,Mobile,Trial,Barisal,0.0
Clothing,PayPal,Mobile,Trial,Chittagong,1.0
Clothing,PayPal,Mobile,Trial,Dhaka,0.4
Clothing,PayPal,Mobile,Trial,Khulna,0.0
Clothing,PayPal,Mobile,Trial,Mymensingh,0.42857142857142855
Clothing,PayPal,Mobile,Trial,Rajshahi,0.6666666666666666
Clothing,PayPal,Mobile,Trial,Rangpur,0.2857142857142857
Clothing,PayPal,Tablet,Free,Barisal,0.4
Clothing,PayPal,Tablet,Free,Chittagong,0.6666666666666666
Clothing,PayPal,Tablet,Free,Dhaka,0.6666666666666666
Clothing,PayPal,Tablet,Free,Khulna,0.2
Clothing,PayPal,Tablet,Free,Mymensingh,0.5
Clothing,PayPal,Tablet,Free,Rajshahi,1.0
Clothing,PayPal,Tablet,Free,Rangpur,0.5
Clothing,PayPal,Tablet,Free,Sylhet,0.3333333333333333
Clothing,PayPal,Tablet,Premium,Barisal,1.0
Clothing,PayPal,Tablet,Premium,Chittagong,0.0
Clothing,PayPal,Tablet,Premium,Dhaka,0.6
Clothing,PayPal,Tablet,Premium,Khulna,0.0
Clothing,PayPal,Tablet,Premium,Mymensingh,1.0
Clothing,PayPal,Tablet,Premium,Rajshahi,0.5
Clothing,PayPal,Tablet,Premium,Rangpur,0.6666666666666666
Clothing,PayPal,Tablet,Premium,Sylhet,0.6
Clothing,PayPal,Tablet,Trial,Barisal,0.5
Clothing,PayPal,Tablet,Trial,Chittagong,0.6
Clothing,PayPal,Tablet,Trial,Dhaka,0.5
Clothing,PayPal,Tablet,Trial,Khulna,1.0
Clothing,PayPal,Tablet,Trial,Mymensingh,1.0
Clothing,PayPal,Tablet,Trial,Rajshahi,0.5
Clothing,PayPal,Tablet,Trial,Rangpur,1.0
Clothing,PayPal,Tablet,Trial,Sylhet,0.25
Electronics,Bank Transfer,Desktop,Free,Barisal,0.4
Electronics,Bank Transfer,Desktop,Free,Dhaka,0.8
Electronics,Bank Transfer,Desktop,Free,Khulna,0.5
Electronics,Bank Transfer,Desktop,Free,Mymensingh,0.16666666666666666
Electronics,Bank Transfer,Desktop,Free,Rajshahi,1.0
Electronics,Bank Transfer,Desktop,Free,Rangpur,1.0
Electronics,Bank Transfer,Desktop,Free,Sylhet,0.0
Electronics,Bank Transfer,Desktop,Premium,Barisal,0.8
Electronics,Bank Transfer,Desktop,Premium,Chittagong,0.42857142857142855
Electronics,Bank Transfer,Desktop,Premium,Dhaka,0.5
Electronics,Bank Transfer,Desktop,Premium,Khulna,1.0
Electronics,Bank Transfer,Desktop,Premium,Mymensingh,0.6
Electronics,Bank Transfer,Desktop,Premium,Rajshahi,0.5
Electronics,Bank Transfer,Desktop,Premium,Rangpur,0.5
Electronics,Bank Transfer,Desktop,Premium,Sylhet,0.5
Electronics,Bank Transfer,Desktop,Trial,Barisal,0.2
Electronics,Bank Transfer,Desktop,Trial,Chittagong,0.8333333333333334
Electronics,Bank Transfer,Desktop,Trial,Dhaka,0.5
Electronics,Bank Transfer,Desktop,Trial,Khulna,0.4
Electronics,Bank Transfer,Desktop,Trial,Mymensingh,0.5714285714285714
Electronics,Bank Transfer,Desktop,Trial,Rajshahi,0.5
Electronics,Bank Transfer,Desktop,Trial,Rangpur,0.75
Electronics,Bank Transfer,Desktop,Trial,Sylhet,1.0
Electronics,Bank Transfer,Mobile,Free,Barisal,0.6666666666666666
Electronics,Bank Transfer,Mobile,Free,Chittagong,0.0
Electronics,Bank Transfer,Mobile,Free,Dhaka,0.7142857142857143
Electronics,Bank Transfer,Mobile,Free,Khulna,0.5
Electronics,Bank Transfer,Mobile,Free,Mymensingh,0.5
Electronics,Bank Transfer,Mobile,Free,Rajshahi,0.0
Electronics,Bank Transfer,Mobile,Free,Rangpur,0.5
Electronics,Bank Transfer,Mobile,Free,Sylhet,0.5
Electronics,Bank Transfer,Mobile,Premium,Barisal,0.0
Electronics,Bank Transfer,Mobile,Premium,Chittagong,0.6
Electronics,Bank Transfer,Mobile,Premium,Dhaka,0.6666666666666666
Electronics,Bank Transfer,Mobile,Premium,Khulna,1.0
Electronics,Bank Transfer,Mobile,Premium,Mymensingh,0.6666666666666666
Electronics,Bank Transfer,Mobile,Premium,Rajshahi,1.0
Electronics,Bank Transfer,Mobile,Premium,Rangpur,0.42857142857142855
Electronics,Bank Transfer,Mobile,Premium,Sylhet,0.6666666666666666
Electronics,Bank Transfer,Mobile,Trial,Barisal,0.5
Electronics,Bank Transfer,Mobile,Trial,Chittagong,1.0
Electronics,Bank Transfer,Mobile,Trial,Dhaka,1.0
Electronics,Bank Transfer,Mobile,Trial,Khulna,0.6666666666666666
Electronics,Bank Transfer,Mobile,Trial,Mymensingh,0.25
Electronics,Bank Transfer,Mobile,Trial,Rajshahi,1.0
Electronics,Bank Transfer,Mobile,Trial,Rangpur,0.8333333333333334
Electronics,Bank Transfer,Mobile,Trial,Sylhet,0.3333333333333333
Electronics,Bank Transfer,Tablet,Free,Barisal,0.4
Electronics,Bank Transfer,Tablet,Free,Chittagong,0.0
Electronics,Bank Transfer,Tablet,Free,Dhaka,0.5
Electronics,Bank Transfer,Tablet,Free,Khulna,0.25
Electronics,Bank Transfer,Tablet,Free,Mymensingh,0.75
Electronics,Bank Transfer,Tablet,Free,Rajshahi,0.75
Electronics,Bank Transfer,Tablet,Free,Rangpur,1.0
Electronics,Bank Transfer,Tablet,Free,Sylhet,0.6666666666666666
Electronics,Bank Transfer,Tablet,Premium,Barisal,1.0
Electronics,Bank Transfer,Tablet,Premium,Chittagong,1.0
Electronics,Bank Transfer,Tablet,Premium,Dhaka,1.0
Electronics,Bank Transfer,Tablet,Premium,Khulna,0.25
Electronics,Bank Transfer,Tablet,Premium,Mymensingh,0.5
Electronics,Bank Transfer,Tablet,Premium,Rajshahi,0.8
Electronics,Bank Transfer,Tablet,Premium,Rangpur,0.6
Electronics,Bank Transfer,Tablet,Premium,Sylhet,0.25
Electronics,Bank Transfer,Tablet,Trial,Barisal,0.8
Electronics,Bank Transfer,Tablet,Trial,Chittagong,0.6666666666666666
Electronics,Bank Transfer,Tablet,Trial,Dhaka,0.3333333333333333
Electronics,Bank Transfer,Tablet,Trial,Khulna,0.75
Electronics,Bank Transfer,Tablet,Trial,Mymensingh,0.8
Electronics,Bank Transfer,Tablet,Trial,Rajshahi,0.6
Electronics,Bank Transfer,Tablet,Trial,Rangpur,0.2857142857142857
Electronics,Bank Transfer,Tablet,Trial,Sylhet,0.5
Electronics,Cash on Delivery,Desktop,Free,Barisal,0.25
Electronics,Cash on Delivery,Desktop,Free,Chittagong,0.6666666666666666
Electronics,Cash on Delivery,Desktop,Free,Dhaka,0.0
Electronics,Cash on Delivery,Desktop,Free,Khulna,0.6666666666666666
Electronics,Cash on Delivery,Desktop,Free,Mymensingh,0.3333333333333333
Electronics,Cash on Delivery,Desktop,Free,Rajshahi,0.7142857142857143
Electronics,Cash on Delivery,Desktop,Free,Rangpur,0.75
Electronics,Cash on Delivery,Desktop,Free,Sylhet,0.5
Electronics,Cash on Delivery,Desktop,Premium,Barisal,0.42857142857142855
Electronics,Cash on Delivery,Desktop,Premium,Chittagong,0.5714285714285714
Electronics,Cash on Delivery,Desktop,Premium,Dhaka,0.4
Electronics,Cash on Delivery,Desktop,Premium,Khulna,0.6666666666666666
Electronics,Cash on Delivery,Desktop,Premium,Mymensingh,0.25
Electronics,Cash on Delivery,Desktop,Premium,Rangpur,0.2
Electronics,Cash on Delivery,Desktop,Premium,Sylhet,0.5714285714285714
Electronics,Cash on Delivery,Desktop,Trial,Barisal,0.5
Electronics,Cash on Delivery,Desktop,Trial,Dhaka,0.4
Electronics,Cash on Delivery,Desktop,Trial,Khulna,0.0
Electronics,Cash on Delivery,Desktop,Trial,Mymensingh,1.0
Electronics,Cash on Delivery,Desktop,Trial,Rajshahi,0.3333333333333333
Electronics,Cash on Delivery,Desktop,Trial,Rangpur,0.4
Electronics,Cash on Delivery,Desktop,Trial,Sylhet,0.5
Electronics,Cash on Delivery,Mobile,Free,Chittagong,1.0
Electronics,Cash on Delivery,Mobile,Free,Dhaka,0.0
Electronics,Cash on Delivery,Mobile,Free,Khulna,1.0
Electronics,Cash on Delivery,Mobile,Free,Mymensingh,1.0
Electronics,Cash on Delivery,Mobile,Free,Rajshahi,0.3333333333333333
Electronics,Cash on Delivery,Mobile,Free,Rangpur,0.5
Electronics,Cash on Delivery,Mobile,Free,Sylhet,0.5
Electronics,Cash on Delivery,Mobile,Premium,Barisal,0.8333333333333334
Electronics,Cash on Delivery,Mobile,Premium,Chittagong,0.0
Electronics,Cash on Delivery,Mobile,Premium,Dhaka,0.5
Electronics,Cash on Delivery,Mobile,Premium,Khulna,1.0
Electronics,Cash on Delivery,Mobile,Premium,Mymensingh,1.0
Electronics,Cash on Delivery,Mobile,Premium,Rajshahi,0.6666666666666666
Electronics,Cash on Delivery,Mobile,Premium,Rangpur,1.0
Electronics,Cash on Delivery,Mobile,Premium,Sylhet,0.2
Electronics,Cash on Delivery,Mobile,Trial,Barisal,1.0
Electronics,Cash on Delivery,Mobile,Trial,Chittagong,1.0
Electronics,Cash on Delivery,Mobile,Trial,Dhaka,0.6666666666666666
Electronics,Cash on Delivery,Mobile,Trial,Khulna,0.8
Electronics,Cash on Delivery,Mobile,Trial,Mymensingh,0.6666666666666666
Electronics,Cash on Delivery,Mobile,Trial,Rajshahi,0.6666666666666666
Electronics,Cash on Delivery,Mobile,Trial,Rangpur,0.25
Electronics,Cash on Delivery,Mobile,Trial,Sylhet,0.5
Electronics,Cash on Delivery,Tablet,Free,Barisal,0.5
Electronics,Cash on Delivery,Tablet,Free,Dhaka,1.0
Electronics,Cash on Delivery,Tablet,Free,Khulna,0.3333333333333333
Electronics,Cash on Delivery,Tablet,Free,Mymensingh,0.6666666666666666
Electronics,Cash on Delivery,Tablet,Free,Rajshahi,0.3333333333333333
Electronics,Cash on Delivery,Tablet,Free,Rangpur,0.3333333333333333
Electronics,Cash on Delivery,Tablet,Free,Sylhet,0.16666666666666666
Electronics,Cash on Delivery,Tablet,Premium,Barisal,0.3333333333333333
Electronics,Cash on Delivery,Tablet,Premium,Chittagong,0.0
Electronics,Cash on Delivery,Tablet,Premium,Dhaka,0.3333333333333333
Electronics,Cash on Delivery,Tablet,Premium,Khulna,0.3333333333333333
Electronics,Cash on Delivery,Tablet,Premium,Mymensingh,0.25
Electronics,Cash on Delivery,Tablet,Premium,Rajshahi,0.5
Electronics,Cash on Delivery,Tablet,Premium,Rangpur,0.5
Electronics,Cash on Delivery,Tablet,Premium,Sylhet,0.5
Electronics,Cash on Delivery,Tablet,Trial,Barisal,0.5
Electronics,Cash on Delivery,Tablet,Trial,Chittagong,0.0
Electronics,Cash on Delivery,Tablet,Trial,Dhaka,0.3333333333333333
Electronics,Cash on Delivery,Tablet,Trial,Khulna,0.3333333333333333
Electronics,Cash on Delivery,Tablet,Trial,Mymensingh,0.0
Electronics,Cash on Delivery,Tablet,Trial,Rajshahi,0.5
Electronics,Cash on Delivery,Tablet,Trial,Rangpur,0.6
Electronics,Cash on Delivery,Tablet,Trial,Sylhet,0.375
Electronics,Credit Card,Desktop,Free,Barisal,1.0
Electronics,Credit Card,Desktop,Free,Chittagong,0.5
Electronics,Credit Card,Desktop,Free,Dhaka,0.5
Electronics,Credit Card,Desktop,Free,Khulna,0.3333333333333333
Electronics,Credit Card,Desktop,Free,Mymensingh,1.0
Electronics,Credit Card,Desktop,Free,Rajshahi,0.6
Electronics,Credit Card,Desktop,Free,Rangpur,0.0
Electronics,Credit Card,Desktop,Free,Sylhet,0.625
Electronics,Credit Card,Desktop,Premium,Barisal,0.25
Electronics,Credit Card,Desktop,Premium,Chittagong,0.25
Electronics,Credit Card,Desktop,Premium,Dhaka,0.8
Electronics,Credit Card,Desktop,Premium,Khulna,0.5
Electronics,Credit Card,Desktop,Premium,Mymensingh,0.5714285714285714
Electronics,Credit Card,Desktop,Premium,Rajshahi,0.25
Electronics,Credit Card,Desktop,Premium,Rangpur,1.0
Electronics,Credit Card,Desktop,Premium,Sylhet,0.3333333333333333
Electronics,Credit Card,Desktop,Trial,Barisal,0.5
Electronics,Credit Card,Desktop,Trial,Chittagong,1.0
Electronics,Credit Card,Desktop,Trial,Dhaka,0.25
Electronics,Credit Card,Desktop,Trial,Khulna,0.6666666666666666
Electronics,Credit Card,Desktop,Trial,Mymensingh,0.5
Electronics,Credit Card,Desktop,Trial,Rajshahi,0.5
Electronics,Credit Card,Desktop,Trial,Rangpur,0.5
Electronics,Credit Card,Desktop,Trial,Sylhet,0.5
Electronics,Credit Card,Mobile,Free,Barisal,0.5
Electronics,Credit Card,Mobile,Free,Chittagong,1.0
Electronics,Credit Card,Mobile,Free,Dhaka,0.75
Electronics,Credit Card,Mobile,Free,Khulna,0.0
Electronics,Credit Card,Mobile,Free,Mymensingh,0.5
Electronics,Credit Card,Mobile,Free,Rajshahi,0.3333333333333333
Electronics,Credit Card,Mobile,Free,Rangpur,1.0
Electronics,Credit Card,Mobile,Free,Sylhet,0.5
Electronics,Credit Card,Mobile,Premium,Barisal,0.0
Electronics,Credit Card,Mobile,Premium,Chittagong,1.0
Electronics,Credit Card,Mobile,Premium,Dhaka,0.0
Electronics,Credit Card,Mobile,Premium,Khulna,0.5
Electronics,Credit Card,Mobile,Premium,Mymensingh,0.6666666666666666
Electronics,Credit Card,Mobile,Premium,Rajshahi,0.6666666666666666
Electronics,Credit Card,Mobile,Premium,Rangpur,0.6666666666666666
Electronics,Credit Card,Mobile,Premium,Sylhet,0.6666666666666666
Electronics,Credit Card,Mobile,Trial,Barisal,0.3333333333333333
Electronics,Credit Card,Mobile,Trial,Chittagong,0.3333333333333333
Electronics,Credit Card,Mobile,Trial,Dhaka,0.2
Electronics,Credit Card,Mobile,Trial,Khulna,0.0
Electronics,Credit Card,Mobile,Trial,Mymensingh,0.6
Electronics,Credit Card,Mobile,Trial,Rajshahi,0.3333333333333333
Electronics,Credit Card,Mobile,Trial,Rangpur,0.3333333333333333
Electronics,Credit Card,Mobile,Trial,Sylhet,0.3333333333333333
Electronics,Credit Card,Tablet,Free,Barisal,0.8
Electronics,Credit Card,Tablet,Free,Chittagong,0.0
Electronics,Credit Card,Tablet,Free,Dhaka,0.3333333333333333
Electronics,Credit Card,Tablet,Free,Khulna,0.3333333333333333
Electronics,Credit Card,Tablet,Free,Mymensingh,1.0
Electronics,Credit Card,Tablet,Free,Rajshahi,0.5714285714285714
Electronics,Credit Card,Tablet,Free,Rangpur,0.6666666666666666
Electronics,Credit Card,Tablet,Free,Sylhet,0.4
Electronics,Credit Card,Tablet,Premium,Barisal,1.0
Electronics,Credit Card,Tablet,Premium,Chittagong,0.5
Electronics,Credit Card,Tablet,Premium,Khulna,1.0
Electronics,Credit Card,Tablet,Premium,Mymensingh,1.0
Electronics,Credit Card,Tablet,Premium,Rajshahi,0.4
Electronics,Credit Card,Tablet,Premium,Rangpur,0.5
Electronics,Credit Card,Tablet,Premium,Sylhet,0.25
Electronics,Credit Card,Tablet,Trial,Barisal,0.3333333333333333
Electronics,Credit Card,Tablet,Trial,Chittagong,1.0
Electronics,Credit Card,Tablet,Trial,Dhaka,0.3333333333333333
Electronics,Credit Card,Tablet,Trial,Khulna,0.4
Electronics,Credit Card,Tablet,Trial,Mymensingh,0.3333333333333333
Electronics,Credit Card,Tablet,Trial,Rajshahi,0.6
Electronics,Credit Card,Tablet,Trial,Rangpur,0.5
Electronics,Credit Card,Tablet,Trial,Sylhet,0.0
Electronics,Debit Card,Desktop,Free,Barisal,0.0
Electronics,Debit Card,Desktop,Free,Chittagong,0.4
Electronics,Debit Card,Desktop,Free,Dhaka,0.5
Electronics,Debit Card,Desktop,Free,Khulna,0.5
Electronics,Debit Card,Desktop,Free,Mymensingh,0.5
Electronics,Debit Card,Desktop,Free,Rajshahi,0.0
Electronics,Debit Card,Desktop,Free,Rangpur,0.4444444444444444
Electronics,Debit Card,Desktop,Free,Sylhet,0.42857142857142855
Electronics,Debit Card,Desktop,Premium,Barisal,0.25
Electronics,Debit Card,Desktop,Premium,Chittagong,0.6
Electronics,Debit Card,Desktop,Premium,Dhaka,0.0
Electronics,Debit Card,Desktop,Premium,Khulna,0.6
Electronics,Debit Card,Desktop,Premium,Mymensingh,0.5
Electronics,Debit Card,Desktop,Premium,Rajshahi,1.0
Electronics,Debit Card,Desktop,Premium,Rangpur,0.5
Electronics,Debit Card,Desktop,Premium,Sylhet,0.3333333333333333
Electronics,Debit Card,Desktop,Trial,Barisal,0.6666666666666666
Electronics,Debit Card,Desktop,Trial,Chittagong,0.3333333333333333
Electronics,Debit Card,Desktop,Trial,Dhaka,0.6666666666666666
Electronics,Debit Card,Desktop,Trial,Khulna,0.5
Electronics,Debit Card,Desktop,Trial,Mymensingh,0.5
Electronics,Debit Card,Desktop,Trial,Rajshahi,0.0
Electronics,Debit Card,Desktop,Trial,Rangpur,0.3333333333333333
Electronics,Debit Card,Desktop,Trial,Sylhet,0.42857142857142855
Electronics,Debit Card,Mobile,Free,Barisal,0.6666666666666666
Electronics,Debit Card,Mobile,Free,Chittagong,0.0
Electronics,Debit Card,Mobile,Free,Dhaka,0.5
Electronics,Debit Card,Mobile,Free,Khulna,1.0
Electronics,Debit Card,Mobile,Free,Rajshahi,0.75
Electronics,Debit Card,Mobile,Free,Rangpur,0.0
Electronics,Debit Card,Mobile,Free,Sylhet,0.6666666666666666
Electronics,Debit Card,Mobile,Premium,Chittagong,1.0
Electronics,Debit Card,Mobile,Premium,Dhaka,1.0
Electronics,Debit Card,Mobile,Premium,Khulna,0.4
Electronics,Debit Card,Mobile,Premium,Mymensingh,0.8333333333333334
Electronics,Debit Card,Mobile,Premium,Rajshahi,0.3333333333333333
Electronics,Debit Card,Mobile,Premium,Rangpur,0.5714285714285714
Electronics,Debit Card,Mobile,Premium,Sylhet,0.0
Electronics,Debit Card,Mobile,Trial,Barisal,0.4
Electronics,Debit Card,Mobile,Trial,Chittagong,1.0
Electronics,Debit Card,Mobile,Trial,Dhaka,0.0
Electronics,Debit Card,Mobile,Trial,Khulna,0.5
Electronics,Debit Card,Mobile,Trial,Mymensingh,0.0
Electronics,Debit Card,Mobile,Trial,Rangpur,0.6
Electronics,Debit Card,Mobile,Trial,Sylhet,0.0
Electronics,Debit Card,Tablet,Free,Barisal,0.25
Electronics,Debit Card,Tablet,Free,Chittagong,0.0
Electronics,Debit Card,Tablet,Free,Dhaka,0.0
Electronics,Debit Card,Tablet,Free,Khulna,0.6666666666666666
Electronics,Debit Card,Tablet,Free,Rajshahi,0.25
Electronics,Debit Card,Tablet,Free,Sylhet,0.5
Electronics,Debit Card,Tablet,Premium,Barisal,1.0
Electronics,Debit Card,Tablet,Premium,Dhaka,1.0
Electronics,Debit Card,Tablet,Premium,Mymensingh,0.6666666666666666
Electronics,Debit Card,Tablet,Premium,Rajshahi,0.42857142857142855
Electronics,Debit Card,Tablet,Premium,Rangpur,0.16666666666666666
Electronics,Debit Card,Tablet,Premium,Sylhet,0.6666666666666666
Electronics,Debit Card,Tablet,Trial,Barisal,0.3333333333333333
Electronics,Debit Card,Tablet,Trial,Chittagong,1.0
Electronics,Debit Card,Tablet,Trial,Dhaka,1.0
Electronics,Debit Card,Tablet,Trial,Khulna,0.5
Electronics,Debit Card,Tablet,Trial,Mymensingh,0.5
Electronics,Debit Card,Tablet,Trial,Rajshahi,0.6666666666666666
Electronics,Debit Card,Tablet,Trial,Rangpur,1.0
Electronics,Debit Card,Tablet,Trial,Sylhet,1.0
Electronics,PayPal,Desktop,Free,Barisal,0.5
Electronics,PayPal,Desktop,Free,Chittagong,0.6666666666666666
Electronics,PayPal,Desktop,Free,Dhaka,0.3333333333333333
Electronics,PayPal,Desktop,Free,Khulna,0.6
Electronics,PayPal,Desktop,Free,Mymensingh,0.5
Electronics,PayPal,Desktop,Free,Rajshahi,0.0
Electronics,PayPal,Desktop,Free,Rangpur,0.6666666666666666
